;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
10236;0932301W;29 RUE DE MEAUX;93410;VAUJOURS;2.563418541862663;48.93426972956402;29 RUE DE MEAUX 93410 VAUJOURS;2.563418;48.93427;0.9697781818181818;high;29 RUE DE MEAUX;VAUJOURS;93410;93;29 RUE DE MEAUX 93410 VAUJOURS
10266;0171654F;17 ROUTE DES GAUTHIERS;17100;SAINTES;-0.6804452557745041;45.71657180965921;17 ROUTE DES GAUTHIERS 17100 SAINTES;-0.680445;45.716572;0.9621981818181818;high;17 ROUTE DES GAUTHIERS;SAINTES;17100;17;17 ROUTE DES GAUTHIERS 17100 SAINTES
10267;0141864A;2 AVENUE DE LA GARE;14500;VIRE NORMANDIE;-0.8863098382997036;48.84274183473239;2 AVENUE DE LA GARE 14500 VIRE NORMANDIE;-0.886325;48.843168;0.967921818181818;high;2 AVENUE DE LA GARE;VIRE NORMANDIE;14500;14;2 AVENUE DE LA GARE 14500 VIRE NORMANDIE
10270;0190837G;34 RUE EUGENE DELACROIX;19100;BRIVE-LA-GAILLARDE;1.5077103532266176;45.15508336707627;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE;1.506991;45.154682;0.9699863636363636;high;34 RUE EUGENE DELACROIX;BRIVE-LA-GAILLARDE;19100;19;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE
10299;0370952J;8 PLACE DE LA TRANCHEE;37100;TOURS;0.6809399883175407;47.40959568069954;8 PLACE DE LA TRANCHEE 37100 TOURS;0.681379;47.409295;0.9717263636363636;high;8 PLACE DE LA TRANCHÉE;TOURS;37100;37;8 PLACE DE LA TRANCHÉE 37100 TOURS
10325;0631075B;20 RUE SAINTE GEORGE;63037;CLERMONT-FERRAND;3.082459817809683;45.78448799108015;20 RUE SAINTE GEORGE 63037 CLERMONT-FERRAND;3.113482;45.802655;0.49821727272727273;middle;20 RUE VERLAINE;CLERMONT-FERRAND;63100;63;20 RUE VERLAINE 63100 CLERMONT-FERRAND
10329;0921531P;3 RUE LOUIS JEAN;92250;LA GARENNE-COLOMBES;2.234067122844014;48.90664709772598;3 RUE LOUIS JEAN 92250 LA GARENNE-COLOMBES;2.234067;48.906647;0.9590436363636363;high;3 RUE LOUIS JEAN;LA GARENNE-COLOMBES;92250;92;3 RUE LOUIS JEAN 92250 LA GARENNE-COLOMBES
10340;0922145G;16 RUE DU RP CHRISTIAN GILBERT;92600;ASNIÈRES-SUR-SEINE;2.2797676666008986;48.92217482618126;16 RUE DU RP CHRISTIAN GILBERT 92600 ASNIÈRES-SUR-SEINE;2.279768;48.922175;0.5904598509687035;middle;16 RUE GILBERT ROUSSET;ASNIÈRES-SUR-SEINE;92600;92;16 RUE GILBERT ROUSSET 92600 ASNIÈRES-SUR-SEINE
10341;0301256C;98 RUE WEBER;30000;NÎMES;4.336951195062023;43.82222026362693;98 RUE WEBER 30000 NÎMES;4.334951;43.826241;0.7452218181818181;middle;98 RUE WEBER;NÎMES;30900;30;98 RUE WEBER 30900 NÎMES
10347;0061435C; RUE CHARLES PERRAULT;6800;CAGNES-SUR-MER;7.151339889500136;43.66709391620667; RUE CHARLES PERRAULT 6800 CAGNES-SUR-MER;7.157573;43.657617;0.5842722924901186;middle;RUE CHARLES PATHE;CAGNES-SUR-MER;06800;06;RUE CHARLES PATHE 06800 CAGNES-SUR-MER
10352;0830820R;105 IMPASSE DES COLLINES;83200;TOULON;5.884980444878335;43.1323893694952;105 IMPASSE DES COLLINES 83200 TOULON;5.88498;43.132389;0.9703872727272727;high;105 IMPASSE DES COLLINES;TOULON;83200;83;105 IMPASSE DES COLLINES 83200 TOULON
10386;0050135V;48 ROUTE DE SAINTE MARGUERITE;5000;GAP;6.075309483250793;44.547842768367445;48 ROUTE DE SAINTE MARGUERITE 5000 GAP;6.073713;44.5374;0.7577222377622377;middle;ROUTE DE SAINTE-MARGUERITE;GAP;05000;05;ROUTE DE SAINTE-MARGUERITE 05000 GAP
10397;0420046X;32 RUE ETIENNE MIMARD;42021;SAINT-ETIENNE;4.3961298621562985;45.4380528361878;32 RUE ETIENNE MIMARD 42021 SAINT-ETIENNE;4.395693;45.437709;0.7679250951374206;middle;32 RUE ETIENNE MIMARD;SAINT-ÉTIENNE;42000;42;32 RUE ETIENNE MIMARD 42000 SAINT-ÉTIENNE
10414;0110859Z;19 RUE DES ETUDES;11300;LIMOUX;2.2153096873444653;43.06418305962561;19 RUE DES ETUDES 11300 LIMOUX;2.216022;43.068416;0.9576954545454546;high;19 RUE DES ETUDES;LIMOUX;11300;11;19 RUE DES ETUDES 11300 LIMOUX
10434;0950877M;18 RUELLE DU MOULIN;95130;FRANCONVILLE;2.2234491656713344;48.99350924453712;18 RUELLE DU MOULIN 95130 FRANCONVILLE;2.233494;48.986434;0.9663981818181817;high;18 RUELLE DU MOULIN;FRANCONVILLE;95130;95;18 RUELLE DU MOULIN 95130 FRANCONVILLE
10450;0572131G;18 RUE PASTEUR;57280;MAIZIÈRES-LÈS-METZ;6.160870501504647;49.21388422847784;18 RUE PASTEUR 57280 MAIZIÈRES-LÈS-METZ;6.161416;49.213907;0.7611070247933884;middle;18 RUE LOUIS PASTEUR;MAIZIÈRES-LÈS-METZ;57280;57;18 RUE LOUIS PASTEUR 57280 MAIZIÈRES-LÈS-METZ
10470;0920889S;48 AVENUE DE LA MARNE;92600;ASNIÈRES-SUR-SEINE;2.283993031617917;48.90786604728012;48 AVENUE DE LA MARNE 92600 ASNIÈRES-SUR-SEINE;2.283993;48.907866;0.9763018181818182;high;48 AVENUE DE LA MARNE;ASNIÈRES-SUR-SEINE;92600;92;48 AVENUE DE LA MARNE 92600 ASNIÈRES-SUR-SEINE
10477;0491702J;22 RUE NATIONALE;49300;CHOLET;-0.8740696563192943;47.06148015452248;22 RUE NATIONALE 49300 CHOLET;-0.874068;47.06148;0.8307345768025077;middle;22 RUE NATIONALE (CHOLET);CHOLET;49300;49;22 RUE NATIONALE (CHOLET) 49300 CHOLET
10480;0752542F;21 RUE DE REUILLY;75012;PARIS 12E  ARRONDISSEMENT;2.386037482063799;48.8484732930053;21 RUE DE REUILLY 75012 PARIS 12E  ARRONDISSEMENT;2.386037;48.848473;0.5591411025145067;middle;21 RUE DE REUILLY;PARIS;75012;75;21 RUE DE REUILLY 75012 PARIS
10486;0840715W; QUARTIER ;84500;BOLLÈNE;4.751580275481579;44.2919093777551; QUARTIER  84500 BOLLÈNE;4.75269;44.290667;0.5058788311688311;middle;BOLLÈNE;BOLLÈNE;84500;84;BOLLÈNE
10500;0490718P;1 RUE DE CHARTRENE;49150;BAUGÉ-EN-ANJOU;-0.1020999298990743;47.47949026211099;1 RUE DE CHARTRENE 49150 BAUGÉ-EN-ANJOU;-0.121969;47.492812;0.6357771179883945;middle;ROUTE DE BOCÉ - CHARTRENÉ;BAUGÉ-EN-ANJOU;49150;49;ROUTE DE BOCÉ - CHARTRENÉ 49150 BAUGÉ-EN-ANJOU
10505;0490948P;8 RUE DE LA SOURCE;49120;CHEMILLÉ-EN-ANJOU;-0.729350553796327;47.21310916261065;8 RUE DE LA SOURCE 49120 CHEMILLÉ-EN-ANJOU;-0.729528;47.213696;0.6913445454545455;middle;RUE DE LA SOURCE (CHEMILLÉ);CHEMILLÉ-EN-ANJOU;49120;49;RUE DE LA SOURCE (CHEMILLÉ) 49120 CHEMILLÉ-EN-ANJOU
10509;0332619T;16 RUE I ET F JOLIOT CURIE;33130;BÈGLES;-0.5456708484638306;44.80114199292861;16 RUE I ET F JOLIOT CURIE 33130 BÈGLES;-0.644755;45.1252;0.6076928603104214;middle;16 RUE F ET I JOLIOT CURIE;BLAYE;33390;33;16 RUE F ET I JOLIOT CURIE 33390 BLAYE
10526;6200721P;00 LIEU DIT DIT PALAZZI;20000;AJACCIO;8.77980548766109;41.95027162208535;00 LIEU DIT DIT PALAZZI 20000 AJACCIO;8.730761;41.919184;0.40197754010695186;middle;U PALAZZU FORCIOLI CONTI;AJACCIO;20000;2A;U PALAZZU FORCIOLI CONTI 20000 AJACCIO
10533;0120459J; AVENUE DE VERDUN;12100;MILLAU;3.0713703236244574;44.09600266072418; AVENUE DE VERDUN 12100 MILLAU;3.072787;44.095631;0.9632772727272726;high;AVENUE DE VERDUN;MILLAU;12100;12;AVENUE DE VERDUN 12100 MILLAU
10534;0941128R;45 AVENUE SAINTE MARIE;94000;CRÉTEIL;2.460936826650236;48.79992028734445;45 AVENUE SAINTE MARIE 94000 CRÉTEIL;2.460937;48.79992;0.9715372727272727;high;45 AVENUE SAINTE-MARIE;CRÉTEIL;94000;94;45 AVENUE SAINTE-MARIE 94000 CRÉTEIL
10545;0221170C;8 RUE DU BOURG NEUF;22400;LAMBALLE-ARMOR;-2.541861485531397;48.43947397758531;8 RUE DU BOURG NEUF 22400 LAMBALLE-ARMOR;-2.512415;48.469128;0.6693781818181819;middle;8 RUE DU BOURG HUREL;LAMBALLE-ARMOR;22400;22;8 RUE DU BOURG HUREL 22400 LAMBALLE-ARMOR
10557;0131271L;48 CHEMIN DES AYGALADES;13014;MARSEILLE 14E  ARRONDISSEMENT;5.367349442367924;43.33711364178552;48 CHEMIN DES AYGALADES 13014 MARSEILLE 14E  ARRONDISSEMENT;5.390799;43.33777;0.5187733014354068;middle;MARSEILLE 14E ARRONDISSEMENT;MARSEILLE 14E ARRONDISSEMENT;13014;13;MARSEILLE 14E ARRONDISSEMENT
10566;0601495Z;1 RUE JEAN MOULIN;60110;MÉRU;2.129989515863896;49.2290142771297;1 RUE JEAN MOULIN 60110 MÉRU;2.129591;49.227159;0.9539072727272727;high;1 RUE JEAN MOULIN;MÉRU;60110;60;1 RUE JEAN MOULIN 60110 MÉRU
10572;0932741Z;99 RUE SAINT DENIS;93130;NOISY-LE-SEC;2.4533624275986585;48.89508385294436;99 RUE SAINT DENIS 93130 NOISY-LE-SEC;2.453362;48.895084;0.9710190909090909;high;99 RUE SAINT DENIS;NOISY-LE-SEC;93130;93;99 RUE SAINT DENIS 93130 NOISY-LE-SEC
10576;0030737K; RUE JEAN MOULIN;3700;BELLERIVE-SUR-ALLIER;3.399590268106328;46.117510127389096; RUE JEAN MOULIN 3700 BELLERIVE-SUR-ALLIER;3.397404;46.118173;0.8120838961038961;middle;RUE JEAN MOULIN;BELLERIVE-SUR-ALLIER;03700;03;RUE JEAN MOULIN 03700 BELLERIVE-SUR-ALLIER
10589;0410952M;2 RUE RABELAIS;41008;BLOIS;1.3163799783909151;47.59447793664912;2 RUE RABELAIS 41008 BLOIS;1.316676;47.594785;0.7508306060606061;middle;2 RUE RABELAIS;BLOIS;41000;41;2 RUE RABELAIS 41000 BLOIS
10590;0840227R; CHEMIN SAINT JEAN;84000;AVIGNON;4.823879471460849;43.945143261947166; CHEMIN SAINT JEAN 84000 AVIGNON;4.823879;43.945143;0.8077871074380164;middle;CHEMIN DE SAINT-JEAN;AVIGNON;84000;84;CHEMIN DE SAINT-JEAN 84000 AVIGNON
10591;0692800U;373 AVENUE JEAN JAURES;69153;DÉCINES-CHARPIEU;4.975696401664341;45.772634374191405;373 AVENUE JEAN JAURES 69153 DÉCINES-CHARPIEU;4.975697;45.772634;0.8136828458498022;middle;373 AVENUE JEAN JAURÈS;DÉCINES-CHARPIEU;69150;69;373 AVENUE JEAN JAURÈS 69150 DÉCINES-CHARPIEU
10593;0930746F;2 ALLEE DE DUBLIN;93600;AULNAY-SOUS-BOIS;2.491889849403301;48.948398626091205;2 ALLEE DE DUBLIN 93600 AULNAY-SOUS-BOIS;2.491741;48.94865;0.9607627272727273;high;2 ALLEE DE DUBLIN;AULNAY-SOUS-BOIS;93600;93;2 ALLEE DE DUBLIN 93600 AULNAY-SOUS-BOIS
10612;0762290B;22 RUE SAINT LO;76043;ROUEN;1.094010472869268;49.44222044001235;22 RUE SAINT LO 76043 ROUEN;0.741542;49.606672;0.20705963144963144;low;ROUTE DE ROUEN;AUZEBOSC;76190;76;ROUTE DE ROUEN 76190 AUZEBOSC
10634;0221196F;18 RUE DE LA MER;22400;LAMBALLE-ARMOR;-2.6083525804115366;48.50951219926308;18 RUE DE LA MER 22400 LAMBALLE-ARMOR;-2.579013;48.534035;0.8025845454545454;middle;RUE DE LA MER;LAMBALLE-ARMOR;22400;22;RUE DE LA MER 22400 LAMBALLE-ARMOR
10636;0690307J;15 BOULEVARD REYDELLET;69630;CHAPONOST;4.747625418283544;45.70794490705147;15 BOULEVARD REYDELLET 69630 CHAPONOST;4.747625;45.707945;0.48886848484848483;middle;15 BD PIERRE PHILIPPE REYDELLET;CHAPONOST;69630;69;15 BD PIERRE PHILIPPE REYDELLET 69630 CHAPONOST
10660;0672130B;1 RUE DU LYCEE;67242;BISCHWILLER;7.846765242693399;48.77832938281306;1 RUE DU LYCEE 67242 BISCHWILLER;7.846765;48.778329;0.7698119008264462;middle;1 RUE DU LYCÉE;BISCHWILLER;67240;67;1 RUE DU LYCÉE 67240 BISCHWILLER
10671;0593973Y;22 RUE DE L EGLISE;59160;LILLE;3.006469438343255;50.63165689338589;22 RUE DE L EGLISE 59160 LILLE;2.997414;50.65207;0.4363562337662337;middle;22 RUE ÉTIENNE POULET;LILLE;59160;59;22 RUE ÉTIENNE POULET 59160 LILLE
10691;0270064Y;37 RUE DES FONTAINES;27300;BERNAY;0.6000197932770494;49.09291245855695;37 RUE DES FONTAINES 27300 BERNAY;0.600102;49.092758;0.9632063636363637;high;37 RUE DES FONTAINES;BERNAY;27300;27;37 RUE DES FONTAINES 27300 BERNAY
10715;0790724H;18 RUE DE L AERODROME;79000;NIORT;-0.427494056228081;46.3249907260828;18 RUE DE L AERODROME 79000 NIORT;-0.427494;46.324991;0.9756745454545453;high;18 RUE DE L AÉRODROME;NIORT;79000;79;18 RUE DE L AÉRODROME 79000 NIORT
10716;0130073J;  ;13016;MARSEILLE 16E  ARRONDISSEMENT;5.344125745970658;43.36544746395239;   13016 MARSEILLE 16E  ARRONDISSEMENT;5.321885;43.365355;0.9481018181818182;high;MARSEILLE 16E ARRONDISSEMENT;MARSEILLE 16E ARRONDISSEMENT;13016;13;MARSEILLE 16E ARRONDISSEMENT
10752;0841084X;468 ROUTE DE ST SATURNIN;84250;LE THOR;4.978011387596068;43.94127879608208;468 ROUTE DE ST SATURNIN 84250 LE THOR;4.978011;43.941279;0.693890022172949;middle;ROUTE DE SAINT-SATURNIN;LE THOR;84250;84;ROUTE DE SAINT-SATURNIN 84250 LE THOR
10759;0594715E;140 CHEMIN DU FORT;59640;DUNKERQUE;2.756732332182008;50.61902145624792;140 CHEMIN DU FORT 59640 DUNKERQUE;2.336103;51.020384;0.9589227272727272;high;140 CHEMIN DU FORT;DUNKERQUE;59640;59;140 CHEMIN DU FORT 59640 DUNKERQUE
10764;0291161E; ROUTE DE CROZON;29160;CROZON;-4.421839764287216;48.248129770834055; ROUTE DE CROZON 29160 CROZON;-4.421542;48.248071;0.9609845454545454;high;ROUTE DE CROZON;CROZON;29160;29;ROUTE DE CROZON 29160 CROZON
10785;0595077Y; RUE DE LA CHAUSSIETTE;59163;CONDÉ-SUR-L'ESCAUT;3.58818058471884;50.45834164742545; RUE DE LA CHAUSSIETTE 59163 CONDÉ-SUR-L'ESCAUT;3.581006;50.471513;0.9705209090909092;high;RUE DE LA CHAUSSIETTE;CONDÉ-SUR-L ESCAUT;59163;59;RUE DE LA CHAUSSIETTE 59163 CONDÉ-SUR-L ESCAUT
10790;0592676N;32 RUE D AUBRY;59300;VALENCIENNES;3.4824700718947934;50.35952060516277;32 RUE D AUBRY 59300 VALENCIENNES;3.482467;50.359521;0.9693327272727271;high;32 RUE D AUBRY;VALENCIENNES;59300;59;32 RUE D AUBRY 59300 VALENCIENNES
10795;0132274B; RUE DE MARATHON;13013;MARSEILLE 13E  ARRONDISSEMENT;5.41271025779708;43.32714707903651; RUE DE MARATHON 13013 MARSEILLE 13E  ARRONDISSEMENT;5.429033;43.340303;0.5979776808905379;middle;MARSEILLE 13E ARRONDISSEMENT;MARSEILLE 13E ARRONDISSEMENT;13013;13;MARSEILLE 13E ARRONDISSEMENT
10850;0011207G; PLACE DU CHAMP DE MARS;1500;AMBÉRIEU-EN-BUGEY;5.357709634393556;45.95960840959372; PLACE DU CHAMP DE MARS 1500 AMBÉRIEU-EN-BUGEY;5.357694;45.95902;0.8133039525691699;middle;PLACE DU CHAMP DE MARS;AMBÉRIEU-EN-BUGEY;01500;01;PLACE DU CHAMP DE MARS 01500 AMBÉRIEU-EN-BUGEY
10866;0691663H;10 RUE DE LA GAITE;69006;LYON 6E  ARRONDISSEMENT;4.862698486058412;45.76722103643735;10 RUE DE LA GAITE 69006 LYON 6E  ARRONDISSEMENT;4.862699;45.767221;0.5497591699604744;middle;10 RUE DE LA GAÎTÉ;LYON;69006;69;10 RUE DE LA GAÎTÉ 69006 LYON
10879;0131554U;  ;13400;AUBAGNE;5.553915514395029;43.28911734435534;   13400 AUBAGNE;5.564344;43.302497;0.9530154545454544;high;AUBAGNE;AUBAGNE;13400;13;AUBAGNE
10890;0594115C;85 RUE DU BOIS;59200;TOURCOING;3.142580078449366;50.72352239132814;85 RUE DU BOIS 59200 TOURCOING;3.142715;50.723675;0.9794027272727271;high;85 RUE DU BOIS;TOURCOING;59200;59;85 RUE DU BOIS 59200 TOURCOING
10900;0011028M; PLACE ;1700;MIRIBEL;4.952199544231597;45.82267019350871; PLACE  1700 MIRIBEL;5.206792;45.486146;0.6102673796791445;middle;PLACE MIRIBEL;CHÂTONNAY;38440;38;PLACE MIRIBEL 38440 CHÂTONNAY
10902;0920854D;7 RUE DE VENDEE;92140;CLAMART;2.250891810548695;48.78658697866545;7 RUE DE VENDEE 92140 CLAMART;2.250892;48.786587;0.9608745454545453;high;7 RUE DE VENDÉE;CLAMART;92140;92;7 RUE DE VENDÉE 92140 CLAMART
10925;0940504M;2 ALLEE DE LA COTE D OR;94000;CRÉTEIL;2.47215614311869;48.775998760988365;2 ALLEE DE LA COTE D OR 94000 CRÉTEIL;2.472156;48.775999;0.9642218181818181;high;2 ALLÉE DE LA CÔTE D OR;CRÉTEIL;94000;94;2 ALLÉE DE LA CÔTE D OR 94000 CRÉTEIL
10927;0756380C;42 RUE BREGUET;75011;PARIS 11E  ARRONDISSEMENT;2.3761375895196077;48.8583572174776;42 RUE BREGUET 75011 PARIS 11E  ARRONDISSEMENT;2.376137;48.858357;0.5318405785123967;middle;42 RUE BRÉGUET;PARIS;75011;75;42 RUE BRÉGUET 75011 PARIS
10945;0430003V;  ;43103;BRIOUDE;3.3817200095439137;45.28922422306507;   43103 BRIOUDE;3.195627;45.287312;0.3198172727272727;low;ROUTE DE BRIOUDE;GRENIER-MONTGON;43450;43;ROUTE DE BRIOUDE 43450 GRENIER-MONTGON
10965;0290507U; RUE JEAN MOULIN;29480;LE RELECQ-KERHUON;-4.395709724244804;48.40955332450276; RUE JEAN MOULIN 29480 LE RELECQ-KERHUON;-4.395817;48.409124;0.957580909090909;high;RUE JEAN MOULIN;LE RELECQ-KERHUON;29480;29;RUE JEAN MOULIN 29480 LE RELECQ-KERHUON
10977;0761211D; AVENUE LENINE;76700;GONFREVILLE-L'ORCHER;0.229013178909068;49.49858188735826; AVENUE LENINE 76700 GONFREVILLE-L'ORCHER;0.229013;49.498582;0.5948560205831903;middle;AVENUE MARCEL LE MIGNOT;GONFREVILLE-L ORCHER;76700;76;AVENUE MARCEL LE MIGNOT 76700 GONFREVILLE-L ORCHER
10982;0130314W;  ;13200;ARLES;4.709400166735016;43.52363199841579;   13200 ARLES;4.704904;43.64874;0.7049436363636362;middle;ROUTE DE SAINT MARTIN DE CRAU;ARLES;13200;13;ROUTE DE SAINT MARTIN DE CRAU 13200 ARLES
10986;0370035M;10 RUE DES MINIMES;37010;TOURS;0.6895302933504961;47.39134338086515;10 RUE DES MINIMES 37010 TOURS;0.689533;47.391343;0.7760381524926686;middle;10 RUE DES MINIMES;TOURS;37000;37;10 RUE DES MINIMES 37000 TOURS
10991;0762191U; AVENUE DU CHATEAU;76330;PORT-JÉRÔME-SUR-SEINE;0.5753518575920508;49.50403792985896; AVENUE DU CHATEAU 76330 PORT-JÉRÔME-SUR-SEINE;0.575107;49.504282;0.9560699999999999;high;AVENUE DU CHATEAU;PORT-JÉRÔME-SUR-SEINE;76330;76;AVENUE DU CHATEAU 76330 PORT-JÉRÔME-SUR-SEINE
10994;0931485J;32 RUE D ANJOU;93330;NEUILLY-SUR-MARNE;2.5381467317946145;48.867531472780165;32 RUE D ANJOU 93330 NEUILLY-SUR-MARNE;2.538147;48.867531;0.9591681818181818;high;32 RUE D’ANJOU;NEUILLY-SUR-MARNE;93330;93;32 RUE D’ANJOU 93330 NEUILLY-SUR-MARNE
11008;0442995S;29 RUE DE LA GARE;44110;CHÂTEAUBRIANT;-1.3857718766872658;47.72144933357477;29 RUE DE LA GARE 44110 CHÂTEAUBRIANT;-1.374205;47.71432;0.9633327272727272;high;29 RUE DE LA GARE;CHÂTEAUBRIANT;44110;44;29 RUE DE LA GARE 44110 CHÂTEAUBRIANT
11036;0762290B;22 RUE SAINT LO;76043;ROUEN;1.094010472869268;49.44222044001235;22 RUE SAINT LO 76043 ROUEN;0.741542;49.606672;0.20705963144963144;low;ROUTE DE ROUEN;AUZEBOSC;76190;76;ROUTE DE ROUEN 76190 AUZEBOSC
11045;7200211S;24 ROUTE DE SANTORE;20260;CALVI;8.753809526776736;42.56050242323602;24 ROUTE DE SANTORE 20260 CALVI;8.7708;42.556453;0.5302736363636363;middle;SANTORE;CALVI;20260;2B;SANTORE 20260 CALVI
11062;0840227R; CHEMIN SAINT JEAN;84000;AVIGNON;4.823879471460849;43.945143261947166; CHEMIN SAINT JEAN 84000 AVIGNON;4.823879;43.945143;0.8077871074380164;middle;CHEMIN DE SAINT-JEAN;AVIGNON;84000;84;CHEMIN DE SAINT-JEAN 84000 AVIGNON
11073;0621060R; RUE JEAN DE VIENNE;62100;CALAIS;1.847329632292778;50.955938291168486; RUE JEAN DE VIENNE 62100 CALAIS;1.847889;50.956092;0.969950909090909;high;RUE JEAN DE VIENNE;CALAIS;62100;62;RUE JEAN DE VIENNE 62100 CALAIS
11128;0931764M;6 RUE SAINT LOUIS;93500;PANTIN;2.418140466498763;48.891413265246925;6 RUE SAINT LOUIS 93500 PANTIN;2.41814;48.891413;0.966740909090909;high;6 RUE SAINT - LOUIS;PANTIN;93500;93;6 RUE SAINT - LOUIS 93500 PANTIN
11159;0490410E;15 RUE AMEDEE ALBERT;49110;MONTREVAULT-SUR-EVRE;-0.9869002776685548;47.28797766840748;15 RUE AMEDEE ALBERT 49110 MONTREVAULT-SUR-EVRE;-1.051422;47.254986;0.5213733689839571;middle;15 RUE VAL D ÈVRE (MONTREVAULT);MONTREVAULT-SUR-ÈVRE;49110;49;15 RUE VAL D ÈVRE (MONTREVAULT) 49110 MONTREVAULT-SUR-ÈVRE
11234;0610844L;100 RUE LABILLARDIERE;61000;ALENÇON;0.0973905727991395;48.430576492123;100 RUE LABILLARDIERE 61000 ALENÇON;0.082536;48.435322;0.5447647893569845;middle;100 RUE DE LANCREL;ALENÇON;61000;61;100 RUE DE LANCREL 61000 ALENÇON
11245;0740148J; CHEMIN DES PRES D ENFER EST;74210;FAVERGES-SEYTHENEX;6.302639988472544;45.75260063316344; CHEMIN DES PRES D ENFER EST 74210 FAVERGES-SEYTHENEX;6.278255;45.754257;0.6012811688311689;middle;CHEMIN DES PEROUSES;FAVERGES-SEYTHENEX;74210;74;CHEMIN DES PEROUSES 74210 FAVERGES-SEYTHENEX
11253;0660856X;2 AVENUE JEAN MOULIN;66141;CANET-EN-ROUSSILLON;3.0275534429153588;42.7021403534779;2 AVENUE JEAN MOULIN 66141 CANET-EN-ROUSSILLON;3.000449;42.700353;0.5733334965034964;middle;2 AVENUE MOZART;CANET-EN-ROUSSILLON;66140;66;2 AVENUE MOZART 66140 CANET-EN-ROUSSILLON
11306;0593079B;225 RUE RUE DES ANCIENS D AFN;59572;JEUMONT;4.101360647526703;50.29509345627096;225 RUE RUE DES ANCIENS D AFN 59572 JEUMONT;3.804896;50.292725;0.48470213530655376;middle;RUE DES ANCIENS AFN;BAVAY;59570;59;RUE DES ANCIENS AFN 59570 BAVAY
11337;0694244N;918 RUE LAMARTINE;69400;VILLEFRANCHE-SUR-SAÔNE;4.718885417844256;45.98531567047524;918 RUE LAMARTINE 69400 VILLEFRANCHE-SUR-SAÔNE;4.733296;45.983059;0.9724854545454544;high;918 RUE LAMARTINE;VILLEFRANCHE-SUR-SAÔNE;69400;69;918 RUE LAMARTINE 69400 VILLEFRANCHE-SUR-SAÔNE
11352;0950022H; RUELLE DU MOULIN;95130;FRANCONVILLE;2.2234491656713344;48.99350924453712; RUELLE DU MOULIN 95130 FRANCONVILLE;2.233045;48.986414;0.9663981818181817;high;RUELLE DU MOULIN;FRANCONVILLE;95130;95;RUELLE DU MOULIN 95130 FRANCONVILLE
11510;0622274K; AVENUE YERVANT TOUMANIANTZ;62228;CALAIS;1.8786098117310337;50.95149609398498; AVENUE YERVANT TOUMANIANTZ 62228 CALAIS;1.893848;50.953509;0.7505788516746411;middle;AVENUE YERVANT TOUMANIANTZ;CALAIS;62100;62;AVENUE YERVANT TOUMANIANTZ 62100 CALAIS
11546;0130333S;  ;13200;ARLES;4.575690617906016;43.66480124420335;   13200 ARLES;4.704904;43.64874;0.7049436363636362;middle;ROUTE DE SAINT MARTIN DE CRAU;ARLES;13200;13;ROUTE DE SAINT MARTIN DE CRAU 13200 ARLES
11573;0341878G;26 AVENUE DE BOLOGNE;34080;MONTPELLIER;3.817879986260926;43.62733639754391;26 AVENUE DE BOLOGNE 34080 MONTPELLIER;3.817694;43.627304;0.6609750776053215;middle;26 RUE DE BOLOGNE;MONTPELLIER;34000;34;26 RUE DE BOLOGNE 34000 MONTPELLIER
11590;0500191L;89 RUE DE LA REPUBLIQUE;50460;LA HAGUE;-1.7142183997577392;49.64303214286925;89 RUE DE LA REPUBLIQUE 50460 LA HAGUE;-1.706828;49.653615;0.6155035664335663;middle;RUE DE LA ROQUE;LA HAGUE;50460;50;RUE DE LA ROQUE 50460 LA HAGUE
11596;0591562C;95 BOULEVARD DE LA LIBERTE;59000;LILLE;3.0583703411264342;50.634134600779575;95 BOULEVARD DE LA LIBERTE 59000 LILLE;3.00575;50.632632;0.5798099999999999;middle;RUE DE LA LIBERTÉ;LILLE;59000;59;RUE DE LA LIBERTÉ 59000 LILLE
11617;0595026T; SQUARE COPERNIC;59820;GRAVELINES;2.1172101605145466;50.99800471503036; SQUARE COPERNIC 59820 GRAVELINES;2.11883;50.996164;0.6149399999999999;middle;SQUARE CHENIER;GRAVELINES;59820;59;SQUARE CHENIER 59820 GRAVELINES
11623;0131053Z; AVENUE ;13380;PLAN-DE-CUQUES;5.462638040527603;43.38472221728696; AVENUE  13380 PLAN-DE-CUQUES;5.466424;43.356653;0.6809666310160427;middle;AVENUE PASTEUR;PLAN-DE-CUQUES;13380;13;AVENUE PASTEUR 13380 PLAN-DE-CUQUES
11632;0622870H; RUE ANTOINE DE SAINT EXUPERY;62660;BEUVRY;2.666159744645376;50.51925440433714; RUE ANTOINE DE SAINT EXUPERY 62660 BEUVRY;2.9048;42.694735;0.6619751948051948;middle;RUE ANTOINE DE SAINT EXUPERY;PERPIGNAN;66000;66;RUE ANTOINE DE SAINT EXUPERY 66000 PERPIGNAN
11689;0593660H; RUE EDOUARD HERRIOT;59373;LOOS;3.006710500148804;50.60889499400215; RUE EDOUARD HERRIOT 59373 LOOS;3.006162;50.608852;0.6968555485893417;middle;RUE ÉDOUARD HERRIOT;LOOS;59120;59;RUE ÉDOUARD HERRIOT 59120 LOOS
